"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"129","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2018-09-30",2.23,14.73,0.39,-0.97,2.09,-15.68,-0.45,0.36,NA,-4.72,NA,-0.64,NA,1.34,16.47,2.29,-0.75,10.66,4.83,NA,12.26,NA,0.5,4.45,25.17,NA,11,21.06,-3.07,4.37,0.63,-1.01,1.5,2.51,-2.57,13.28,NA,-9.75,9.86,2.11,-1.22,20.05,5.47,3.5,43.94,74.71,NA,6.37,-0.69,5.78,-2.24,8.55,7.89
"130","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2018-10-31",3.58,14.22,1.08,-1.12,2.74,-20,1.2,1.88,NA,-4.24,NA,0.49,NA,1.87,20.22,2.73,0.1,9.55,6.79,NA,12.14,NA,0.52,4.74,24.15,NA,10.18,20.96,-2.41,3.63,2.58,-1.25,1.44,3.01,-3.07,13.24,NA,-14.17,11.03,0.19,-0.97,17.26,5.73,3,50.92,76.29,NA,6.41,-0.25,6.47,-2.18,8.26,26.84
"131","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2018-11-30",2.8,14.64,1.08,-0.78,-1.09,-18.44,1.22,2.06,NA,-4.17,NA,1.08,NA,3.27,18.69,3,0.32,9.33,7.82,NA,12.1,NA,1.72,5.18,24.94,NA,7.95,16.2,-1.4,3.87,1.88,-0.47,0.9,4.72,-4.12,13.26,NA,-9.2,10.49,1.04,-1.02,16.68,5.82,3.11,36.14,78,NA,6.47,1.9,5.82,-2.54,8.44,42.76
"132","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2018-12-31",-0.13,15.37,0.78,-0.2,-0.46,-15.15,0.78,2.14,NA,-4.76,NA,1.36,NA,2.88,11.2,2.97,0.51,11.43,6.93,NA,12.08,NA,2.54,5.28,30.48,NA,6.75,2,-2.58,4.9,-1.02,-2.84,0.17,5.16,-4.23,13.51,NA,-6.92,9.7,3.05,-2.62,12.77,5.96,2.74,29.97,87.21,NA,6.38,2.91,6.02,-1.5,8.09,53.57
"133","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2019-01-31",1.35,15.51,3.05,0.01,-3.06,-10.82,0.53,1.89,NA,-7.29,NA,-4.67,NA,3.28,12.5,2.14,0.53,11.48,7.15,NA,11.6,NA,1.62,5.28,30.17,NA,6.27,10.66,-3.27,3.82,-4.28,-3.1,1.07,5.75,-6.62,13.46,-3.77,-6.79,10.01,1.36,-2.16,10.56,4.55,2.94,67.13,61.36,NA,6.19,-12.88,7.13,-1.42,8.18,63.73
"134","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2019-02-28",1.97,15.84,-3.44,-0.18,-4.38,-10.61,-0.58,2.89,NA,-6.75,NA,-4.36,NA,4.66,15.42,3.33,0.98,10.75,4.93,NA,11.46,NA,1.09,5.94,27.61,NA,5.8,10.81,-1.01,3.18,-7.18,-2.04,0.95,5.89,-3.66,13.43,-1.29,-7.33,10.81,-1.18,-1.19,10.5,1.67,2.82,99.46,62.04,NA,6.34,2.79,8.17,-2.88,7.7,69.78
"135","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2019-03-31",2.36,15.87,4.2,0.12,-3.75,-7.67,-0.71,3.06,NA,-7.18,NA,-6.68,NA,4.77,15.16,3.2,1.36,11.38,4.99,NA,11.77,NA,2.84,6.48,NA,NA,5.35,14.36,-0.51,2.57,-8.43,-2.66,1.91,5.83,-2.91,13.4,-1.11,-4.04,10.35,1.3,-1.61,12.29,0.99,3.18,104.18,61.63,NA,6.22,2.64,7.53,-1.13,8.22,78.44
"136","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2019-04-30",1.05,15.86,-3.42,0.41,-5.31,-5.95,-0.56,2.68,NA,-8.87,NA,-5.26,NA,5.33,13.01,-0.34,2.01,14.48,3.93,NA,10.87,NA,8.17,6.7,NA,NA,5.25,13.9,1.46,2.33,0.18,-1.87,2.98,5.31,-3.78,13.65,-0.32,-3.46,9.62,1.45,-2.06,15.91,5.61,3.05,64.87,62.24,NA,6.19,-2.13,6.59,-0.24,8.33,92.36
"137","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2019-05-31",-1.5,15.83,0.11,1.01,-4.97,-5.71,1.22,2.31,NA,-7.05,NA,-0.23,NA,5.65,15.06,-0.9,1.93,20.69,2.92,NA,10.84,NA,6.33,7.06,NA,NA,5.07,13,1.78,2.27,1.39,-1.38,2.53,4.45,-5.97,13.73,-1.83,-3.63,9.83,4.37,-1.15,7.51,7.16,3.52,96.6,57.95,NA,6.76,-2.71,7.24,0.54,9.08,126.32
"138","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2019-06-30",-4.42,15.79,-5.93,1.3,-7.62,-8.51,2.5,3.13,NA,-4.49,NA,-2.3,NA,7.23,10.34,-1.81,2.46,19.79,2.29,NA,10.54,NA,6.98,6.72,NA,NA,4.88,13.74,-1.1,1.96,2.02,-1.38,3.3,3.91,-6.53,13.5,-0.15,-1.1,9.58,7.81,-0.39,6.64,10.56,3.75,115.76,60.39,NA,6.69,1.89,6.02,1.38,9.2,252.13
"139","Food and non-alcoholic beverages","PCPIF_PC_CP_A_PT","2019-07-31",-2.37,16.07,-3.33,1.6,-8.33,-6.11,2.21,3.85,NA,-5.07,NA,-3.63,NA,5.33,9.03,-3.13,2.91,20.02,1.9,NA,11.42,NA,8.47,6.62,NA,NA,4.78,14.26,-1.75,2.78,3.12,-1.18,3.24,3.43,-6.16,13.33,0.94,0.6,9.94,3.36,-0.75,7.67,9.77,3.51,80.63,63.59,NA,6.66,-1.02,6.49,0.1,9.34,318.75
